X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
966,278,76,NA,COVID-19,2,0,NA,NA,NA,NA,0,42,Hispanic,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Moderate,Indiana,0,0,NA,0,76,0,2,NA,2,2,NA,3,2,2,3,3,966,3-item,a,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,covid3
967,188,60,NA,COVID-19,2,1,NA,NA,NA,NA,1,44,White,"$50,000 to $74,999",Somewhat worried,About half the time,Independent,No opinion,Conservative,Maryland,0,0,NA,0,60,1,2,NA,2,3,NA,2,1,4,2,2,967,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,covid3
968,409,NA,80,Chinese Virus,NA,NA,NA,NA,NA,1,1,62,White,"$35,000 to $49,999",Very worried,Never,Democrat,,Liberal,Florida,1,NA,1,1,80,NA,NA,1,1,NA,1,4,3,3,3,0,968,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
969,371,65,NA,COVID-19,1,0,NA,NA,NA,NA,0,44,Hispanic,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Liberal,Texas,0,0,NA,0,65,0,1,NA,1,1,NA,4,3,1,2,1,969,3-item,a,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,covid3
970,244,100,NA,COVID-19,2,0,NA,NA,NA,NA,0,27,White,"$50,000 to $74,999",Not too worried,Always,Independent,Democratic,Very Liberal,Washington,0,0,NA,0,100,0,2,NA,2,2,NA,5,3,4,1,4,970,3-item,a,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,covid3
971,226,20,NA,COVID-19,NA,NA,3,NA,NA,NA,0,32,Black,"Less than $25,000",Very worried,Sometimes,Democrat,,Very Liberal,Nebraska,0,1,NA,1,20,NA,3,NA,3,3,NA,5,3,1,3,1,971,4-item,a,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,covid4
972,274,NA,97,Chinese Virus,NA,NA,NA,NA,NA,3,0,31,Black,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Very Liberal,Florida,1,NA,1,1,97,NA,NA,3,3,NA,3,5,3,1,2,1,972,4-item,b,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus4
973,97,56,NA,COVID-19,2,0,NA,NA,NA,NA,1,37,White,"$50,000 to $74,999",Somewhat worried,About half the time,Independent,Republican,Moderate,Pennsylvania,0,0,NA,0,56,0,2,NA,2,2,NA,3,2,4,2,2,973,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,covid3
974,100,NA,90,Chinese Virus,NA,NA,NA,1,0,NA,0,42,White,"$100,000 to $149,999",Very worried,Sometimes,Democrat,,Liberal,New Hampshire,1,NA,0,0,90,0,NA,1,1,NA,1,4,3,6,3,1,974,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
975,187,92,NA,COVID-19,NA,NA,3,NA,NA,NA,1,27,Asian,"$50,000 to $74,999",Very worried,Most of the time,Independent,Democratic,Very Liberal,Oregon,0,1,NA,1,92,NA,3,NA,3,3,NA,5,3,4,3,3,975,4-item,a,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
976,124,NA,10,Chinese Virus,NA,NA,NA,NA,NA,2,0,41,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Republican,,Conservative,Nevada,1,NA,1,1,10,NA,NA,2,2,NA,2,2,1,6,2,1,976,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,virus4
977,355,NA,9,Chinese Virus,NA,NA,NA,NA,NA,1,1,57,White,"Less than $25,000",Somewhat worried,Sometimes,Independent,No opinion,Conservative,Minnesota,1,NA,1,1,9,NA,NA,1,1,NA,1,2,1,1,2,1,977,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,virus4
978,146,28,NA,COVID-19,NA,NA,2,NA,NA,NA,1,31,White,"$100,000 to $149,999",Not too worried,Sometimes,Republican,,Conservative,California,0,1,NA,1,28,NA,2,NA,2,2,NA,2,1,6,1,1,978,4-item,a,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,covid4
979,135,NA,40,COVID-19,NA,NA,NA,NA,NA,2,1,33,White,"$35,000 to $49,999",Somewhat worried,About half the time,Independent,Democratic,Liberal,Nevada,1,NA,1,1,40,NA,NA,2,2,NA,2,4,3,3,2,2,979,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,virus4
980,125,69,NA,COVID-19,1,0,NA,NA,NA,NA,1,22,Asian,"$25,000 to $34,999",Not too worried,Sometimes,Democrat,,Liberal,California,0,0,NA,0,69,0,1,NA,1,1,NA,4,3,2,1,1,980,3-item,a,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,covid3
981,276,NA,100,COVID-19,NA,NA,NA,2,0,NA,0,50,Black,"Less than $25,000",Very worried,Sometimes,Democrat,,Conservative,Virginia,1,NA,0,0,100,0,NA,2,2,NA,2,2,1,1,3,1,981,3-item,b,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,virus3
982,172,92,NA,COVID-19,1,0,NA,NA,NA,NA,0,29,White,"Less than $25,000",Very worried,Always,Democrat,,Moderate,Pennsylvania,0,0,NA,0,92,0,1,NA,1,1,NA,3,2,1,3,4,982,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,covid3
983,70,18,NA,COVID-19,NA,NA,2,NA,NA,NA,1,21,White,"$150,000 or more",Somewhat worried,Most of the time,Republican,,Very conservative,Missouri,0,1,NA,1,18,NA,2,NA,2,2,NA,1,1,7,2,3,983,4-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid4
984,115,35,NA,COVID-19,2,0,NA,NA,NA,NA,0,27,Hispanic,"Less than $25,000",Not too worried,Most of the time,Independent,Democratic,Liberal,Oregon,0,0,NA,0,35,0,2,NA,2,2,NA,4,3,1,1,3,984,3-item,a,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,covid3
985,216,73,NA,COVID-19,NA,NA,4,NA,NA,NA,0,53,Black,"Less than $25,000",Very worried,About half the time,Democrat,,Conservative,Texas,0,1,NA,1,73,NA,4,NA,4,4,NA,2,1,1,3,2,985,4-item,a,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,covid4
986,94,NA,53,Chinese Virus,NA,NA,NA,NA,NA,1,1,35,White,"$35,000 to $49,999",Not too worried,Sometimes,Independent,No opinion,No opinion,Washington,1,NA,1,1,53,NA,NA,1,1,NA,1,3,4,3,1,1,986,4-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,virus4
987,190,NA,71,COVID-19,NA,NA,NA,2,0,NA,1,19,Hispanic,"$75,000 to $99,999",Somewhat worried,Sometimes,Democrat,,Liberal,Florida,1,NA,0,0,71,0,NA,2,2,NA,2,4,3,5,2,1,987,3-item,b,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,virus3
988,174,NA,18,Chinese Virus,NA,NA,NA,1,1,NA,0,33,White,"Less than $25,000",Very worried,Sometimes,Republican,,Moderate,Kansas,1,NA,0,0,18,1,NA,1,1,NA,2,3,2,1,3,1,988,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,virus3
989,233,NA,20,Chinese Virus,NA,NA,NA,1,1,NA,1,28,White,"Less than $25,000",Somewhat worried,Always,Republican,,Conservative,New Jersey,1,NA,0,0,20,1,NA,1,1,NA,2,2,1,1,2,4,989,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,virus3
990,196,61,NA,COVID-19,2,0,NA,NA,NA,NA,1,32,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Liberal,Florida,0,0,NA,0,61,0,2,NA,2,2,NA,4,3,4,2,3,990,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
991,182,NA,80,Chinese Virus,NA,NA,NA,1,0,NA,0,25,White,"Less than $25,000",Somewhat worried,Always,Independent,Democratic,Very Liberal,North Carolina,1,NA,0,0,80,0,NA,1,1,NA,1,5,3,1,2,4,991,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus3
992,97,NA,38,Chinese Virus,NA,NA,NA,NA,NA,2,0,26,White,"$150,000 or more",Not too worried,Sometimes,Democrat,,Liberal,California,1,NA,1,1,38,NA,NA,2,2,NA,2,4,3,7,1,1,992,4-item,b,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,virus4
993,216,NA,30,Chinese Virus,NA,NA,NA,NA,NA,2,1,26,Hispanic,"$35,000 to $49,999",Somewhat worried,Sometimes,Democrat,,Moderate,California,1,NA,1,1,30,NA,NA,2,2,NA,2,3,2,3,2,1,993,4-item,b,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,virus4
994,735,100,NA,COVID-19,NA,NA,3,NA,NA,NA,0,22,Black,"$35,000 to $49,999",Not too worried,Sometimes,Independent,Democratic,Conservative,California,0,1,NA,1,100,NA,3,NA,3,3,NA,2,1,3,1,1,994,4-item,a,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,covid4
995,169,46,NA,COVID-19,2,1,NA,NA,NA,NA,0,28,White,"Less than $25,000",Very worried,Always,Independent,No opinion,No opinion,Virginia,0,0,NA,0,46,1,2,NA,2,3,NA,3,4,1,3,4,995,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,covid3
996,976,31,NA,COVID-19,2,0,NA,NA,NA,NA,0,28,Hispanic,"$25,000 to $34,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,New York,0,0,NA,0,31,0,2,NA,2,2,NA,5,3,2,2,3,996,3-item,a,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
997,220,NA,80,Chinese Virus,NA,NA,NA,NA,NA,2,1,27,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Independent,Democratic,Moderate,Tennessee,1,NA,1,1,80,NA,NA,2,2,NA,2,3,2,4,2,3,997,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus4
998,154,NA,70,Chinese Virus,NA,NA,NA,NA,NA,2,1,25,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,New York,1,NA,1,1,70,NA,NA,2,2,NA,2,5,3,6,2,1,998,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
999,212,NA,63,Chinese Virus,NA,NA,NA,2,0,NA,1,37,White,"$75,000 to $99,999",Not too worried,Most of the time,Democrat,,Moderate,California,1,NA,0,0,63,0,NA,2,2,NA,2,3,2,5,1,3,999,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,virus3
1000,390,15,NA,COVID-19,3,0,NA,NA,NA,NA,0,55,White,"Less than $25,000",Somewhat worried,Sometimes,Republican,,Conservative,Oregon,0,0,NA,0,15,0,3,NA,3,3,NA,2,1,1,2,1,1000,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,covid3
1001,204,80,NA,COVID-19,NA,NA,3,NA,NA,NA,1,51,White,"$100,000 to $149,999",Very worried,Sometimes,Republican,,Moderate,California,0,1,NA,1,80,NA,3,NA,3,3,NA,3,2,6,3,1,1001,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,covid4
1002,282,68,NA,COVID-19,NA,NA,3,NA,NA,NA,0,47,Black,"$35,000 to $49,999",Not too worried,About half the time,Independent,Democratic,Moderate,Georgia,0,1,NA,1,68,NA,3,NA,3,3,NA,3,2,3,1,2,1002,4-item,a,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,covid4
1003,405,NA,75,Chinese Virus,NA,NA,NA,0,0,NA,1,38,Hispanic,"$35,000 to $49,999",Not too worried,Sometimes,Independent,Democratic,Liberal,Michigan,1,NA,0,0,75,0,NA,0,0,NA,0,4,3,3,1,1,1003,3-item,b,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,virus3
1004,173,NA,60,Chinese Virus,NA,NA,NA,NA,NA,1,1,28,White,"Less than $25,000",Somewhat worried,About half the time,Democrat,,Liberal,Alabama,1,NA,1,1,60,NA,NA,1,1,NA,1,4,3,1,2,2,1004,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus4
1005,101,NA,85,Chinese Virus,NA,NA,NA,2,0,NA,0,23,Asian,"$25,000 to $34,999",Somewhat worried,About half the time,Democrat,,Liberal,California,1,NA,0,0,85,0,NA,2,2,NA,2,4,3,2,2,2,1005,3-item,b,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
1006,172,71,NA,COVID-19,1,0,NA,NA,NA,NA,0,22,White,"$75,000 to $99,999",Very worried,Most of the time,Democrat,,Moderate,Louisiana,0,0,NA,0,71,0,1,NA,1,1,NA,3,2,5,3,3,1006,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid3
1007,161,75,NA,COVID-19,NA,NA,1,NA,NA,NA,0,57,White,"$25,000 to $34,999",Very worried,About half the time,Democrat,,Very Liberal,Florida,0,1,NA,1,75,NA,1,NA,1,1,NA,5,3,2,3,2,1007,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
1008,363,70,NA,COVID-19,NA,NA,2,NA,NA,NA,0,38,White,"$50,000 to $74,999",Very worried,Sometimes,Republican,,,,0,1,NA,1,70,NA,2,NA,2,2,NA,3,4,4,3,1,1008,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,covid4
1009,140,70,NA,COVID-19,NA,NA,1,NA,NA,NA,1,41,White,"Less than $25,000",Somewhat worried,Most of the time,Independent,Democratic,Liberal,Colorado,0,1,NA,1,70,NA,1,NA,1,1,NA,4,3,1,2,3,1009,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid4
1010,275,0,NA,COVID-19,1,1,NA,NA,NA,NA,1,27,White,"$50,000 to $74,999",Not worried at all,Always,Independent,Republican,Moderate,New Jersey,0,0,NA,0,0,1,1,NA,1,2,NA,3,2,4,0,4,1010,3-item,a,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,covid3
1011,203,25,NA,COVID-19,NA,NA,1,NA,NA,NA,0,39,White,"$50,000 to $74,999",Not too worried,Sometimes,Republican,,Moderate,New York,0,1,NA,1,25,NA,1,NA,1,1,NA,3,2,4,1,1,1011,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,covid4
1012,124,NA,63,Chinese Virus,NA,NA,NA,NA,NA,1,0,46,White,"Less than $25,000",Not worried at all,Never,Independent,Republican,Moderate,California,1,NA,1,1,63,NA,NA,1,1,NA,1,3,2,1,0,0,1012,4-item,b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,virus4
1013,120,90,NA,COVID-19,NA,NA,2,NA,NA,NA,1,30,Asian,"$150,000 or more",Very worried,Always,Democrat,,Moderate,New York,0,1,NA,1,90,NA,2,NA,2,2,NA,3,2,7,3,4,1013,4-item,a,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid4
1014,148,43,NA,COVID-19,2,0,NA,NA,NA,NA,1,32,White,"$50,000 to $74,999",Very worried,Never,Independent,No opinion,Very Liberal,Minnesota,0,0,NA,0,43,0,2,NA,2,2,NA,5,3,4,3,0,1014,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,covid3
1015,149,55,NA,COVID-19,1,0,NA,NA,NA,NA,1,21,White,"$35,000 to $49,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Florida,0,0,NA,0,55,0,1,NA,1,1,NA,5,3,3,2,1,1015,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
1016,142,60,NA,COVID-19,2,0,NA,NA,NA,NA,0,21,White,"Less than $25,000",Somewhat worried,About half the time,Democrat,,Liberal,Wisconsin,0,0,NA,0,60,0,2,NA,2,2,NA,4,3,1,2,2,1016,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
1017,71,92,NA,COVID-19,NA,NA,2,NA,NA,NA,1,33,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Very Liberal,New Jersey,0,1,NA,1,92,NA,2,NA,2,2,NA,5,3,2,3,3,1017,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
1018,306,NA,29,Chinese Virus,NA,NA,NA,NA,NA,2,1,28,Black,"$35,000 to $49,999",Not too worried,Never,Independent,Democratic,Conservative,Pennsylvania,1,NA,1,1,29,NA,NA,2,2,NA,2,2,1,3,1,0,1018,4-item,b,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,virus4
1019,158,NA,58,COVID-19,NA,NA,NA,1,0,NA,0,27,Black,"$25,000 to $34,999",Not too worried,About half the time,Democrat,,Liberal,Texas,1,NA,0,0,58,0,NA,1,1,NA,1,4,3,2,1,2,1019,3-item,b,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,virus3
1020,253,NA,34,Chinese Virus,NA,NA,NA,2,1,NA,1,25,White,"Less than $25,000",Somewhat worried,Sometimes,Republican,,Conservative,Missouri,1,NA,0,0,34,1,NA,2,2,NA,3,2,1,1,2,1,1020,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,virus3
1021,722,NA,10,Chinese Virus,NA,NA,NA,1,0,NA,1,41,White,"Less than $25,000",Not too worried,Sometimes,Republican,,Conservative,Nebraska,1,NA,0,0,10,0,NA,1,1,NA,1,2,1,1,1,1,1021,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,virus3
1022,644,90,NA,COVID-19,2,0,NA,NA,NA,NA,1,21,White,"$50,000 to $74,999",Very worried,About half the time,Independent,No opinion,Moderate,Washington,0,0,NA,0,90,0,2,NA,2,2,NA,3,2,4,3,2,1022,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid3
1023,321,5,NA,COVID-19,NA,NA,1,NA,NA,NA,1,34,White,"Less than $25,000",Somewhat worried,Sometimes,Independent,No opinion,Moderate,Alabama,0,1,NA,1,5,NA,1,NA,1,1,NA,3,2,1,2,1,1023,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,covid4
1024,172,NA,23,Chinese Virus,NA,NA,NA,NA,NA,1,1,36,White,"$35,000 to $49,999",Not too worried,Sometimes,Democrat,,Very Liberal,California,1,NA,1,1,23,NA,NA,1,1,NA,1,5,3,3,1,1,1024,4-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,virus4
1025,133,NA,55,Chinese Virus,NA,NA,NA,1,0,NA,1,45,White,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Liberal,Florida,1,NA,0,0,55,0,NA,1,1,NA,1,4,3,1,2,1,1025,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus3
1026,217,NA,70,Chinese Virus,NA,NA,NA,3,0,NA,1,28,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Liberal,Michigan,1,NA,0,0,70,0,NA,3,3,NA,3,4,3,3,3,1,1026,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
1027,95,66,NA,COVID-19,2,0,NA,NA,NA,NA,1,27,Asian,"$50,000 to $74,999",Very worried,About half the time,Independent,Democratic,Very Liberal,Kentucky,0,0,NA,0,66,0,2,NA,2,2,NA,5,3,4,3,2,1027,3-item,a,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
1028,195,NA,100,Chinese Virus,NA,NA,NA,NA,NA,1,1,32,Hispanic,"Less than $25,000",Very worried,Never,Democrat,,Very Liberal,Texas,1,NA,1,1,100,NA,NA,1,1,NA,1,5,3,1,3,0,1028,4-item,b,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus4
1029,236,31,NA,COVID-19,NA,NA,3,NA,NA,NA,1,56,White,"Less than $25,000",Not too worried,Never,Democrat,,Very Liberal,Arizona,0,1,NA,1,31,NA,3,NA,3,3,NA,5,3,1,1,0,1029,4-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,covid4
1030,84,39,NA,COVID-19,NA,NA,3,NA,NA,NA,0,20,White,"$150,000 or more",Somewhat worried,Always,Democrat,,Liberal,California,0,1,NA,1,39,NA,3,NA,3,3,NA,4,3,7,2,4,1030,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid4
1031,241,85,NA,COVID-19,2,0,NA,NA,NA,NA,1,55,White,"$50,000 to $74,999",Very worried,Sometimes,Democrat,,Liberal,Florida,0,0,NA,0,85,0,2,NA,2,2,NA,4,3,4,3,1,1031,3-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
1032,100,NA,10,Chinese Virus,NA,NA,NA,3,0,NA,1,27,White,"$25,000 to $34,999",Very worried,Most of the time,Republican,,Conservative,New Jersey,1,NA,0,0,10,0,NA,3,3,NA,3,2,1,2,3,3,1032,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
1033,236,85,NA,COVID-19,1,0,NA,NA,NA,NA,0,73,White,"Less than $25,000",Not too worried,Never,Democrat,,Liberal,New York,0,0,NA,0,85,0,1,NA,1,1,NA,4,3,1,1,0,1033,3-item,a,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,covid3
1034,92,97,NA,COVID-19,2,0,NA,NA,NA,NA,1,31,Asian,"$50,000 to $74,999",Very worried,Sometimes,Democrat,,Very Liberal,Hawaii,0,0,NA,0,97,0,2,NA,2,2,NA,5,3,4,3,1,1034,3-item,a,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
1035,318,NA,29,COVID-19,NA,NA,NA,2,0,NA,0,54,White,"$25,000 to $34,999",Very worried,About half the time,Independent,Democratic,Very Liberal,California,1,NA,0,0,29,0,NA,2,2,NA,2,5,3,2,3,2,1035,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,virus3
1036,221,NA,38,COVID-19,NA,NA,NA,2,1,NA,1,32,White,"$25,000 to $34,999",Not too worried,Sometimes,Democrat,,Liberal,Arizona,1,NA,0,0,38,1,NA,2,2,NA,3,4,3,2,1,1,1036,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,virus3
1037,83,72,NA,COVID-19,2,1,NA,NA,NA,NA,0,28,White,"$25,000 to $34,999",Somewhat worried,About half the time,Independent,No opinion,Moderate,California,0,0,NA,0,72,1,2,NA,2,3,NA,3,2,2,2,2,1037,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid3
1038,351,70,NA,COVID-19,NA,NA,2,NA,NA,NA,0,70,Black,"$75,000 to $99,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Illinois,0,1,NA,1,70,NA,2,NA,2,2,NA,5,3,5,2,3,1038,4-item,a,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid4
1039,276,79,NA,COVID-19,NA,NA,1,NA,NA,NA,1,49,White,"$35,000 to $49,999",Somewhat worried,Always,Democrat,,Very Liberal,California,0,1,NA,1,79,NA,1,NA,1,1,NA,5,3,3,2,4,1039,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
1040,170,NA,18,Chinese Virus,NA,NA,NA,NA,NA,1,0,21,Asian,"$25,000 to $34,999",Not too worried,Always,Democrat,,Moderate,Pennsylvania,1,NA,1,1,18,NA,NA,1,1,NA,1,3,2,2,1,4,1040,4-item,b,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,virus4
1041,267,NA,20,Chinese Virus,NA,NA,NA,1,0,NA,1,51,White,"$35,000 to $49,999",Not too worried,Sometimes,Democrat,,Very Liberal,California,1,NA,0,0,20,0,NA,1,1,NA,1,5,3,3,1,1,1041,3-item,b,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,virus3
1042,495,0,NA,COVID-19,NA,NA,1,NA,NA,NA,1,58,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Republican,,Very conservative,Texas,0,1,NA,1,0,NA,1,NA,1,1,NA,1,1,6,2,1,1042,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
1043,192,NA,5,Chinese Virus,NA,NA,NA,2,0,NA,0,61,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Republican,,Conservative,Texas,1,NA,0,0,5,0,NA,2,2,NA,2,2,1,4,2,3,1043,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
